,EASTERN REGION,,,,METROPOLITAN NORTH WEST REGION,,,,METROPOLITAN SOUTH EAST REGION,,,,NORTH EASTERN REGION,,,,NORTHERN REGION,,,,SOUTH WESTERN REGION,,,,WESTERN REGION,,,
DATE,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER,FATAL,SERIOUS,NOINJURY,OTHER
2/02/2020,0,1,0,4,0,1,0,13,0,2,0,11,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,4
3/02/2020,0,0,0,3,0,1,0,14,0,3,0,15,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0
4/02/2020,0,1,0,1,1,4,0,19,0,2,0,18,1,0,0,0,0,1,0,1,0,2,0,3,1,1,0,2
5/02/2020,1,0,0,0,0,4,0,17,0,5,0,11,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
6/02/2020,0,1,0,2,0,1,0,21,0,6,0,15,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,1
7/02/2020,0,1,0,1,0,5,0,7,0,3,0,14,0,1,0,3,0,0,0,2,0,3,0,0,0,3,0,3
8/02/2020,0,4,0,1,0,1,0,8,0,5,0,8,0,1,0,2,0,0,0,1,1,2,0,3,0,0,0,0
9/02/2020,0,1,0,1,0,0,0,9,0,2,0,5,0,0,0,1,0,0,0,3,0,2,0,2,0,0,0,1
10/02/2020,0,0,0,3,0,5,0,15,0,4,0,12,0,1,0,2,0,0,0,1,1,0,0,0,1,1,0,2
11/02/2020,0,0,0,3,0,3,0,11,1,0,0,10,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,2
12/02/2020,1,1,0,1,0,2,0,14,1,4,0,12,0,1,0,2,0,0,0,1,0,2,0,1,0,2,0,1
13/02/2020,0,2,0,0,0,0,0,21,0,3,0,9,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,1
14/02/2020,0,0,0,2,0,5,0,21,0,5,0,23,0,0,0,4,0,1,0,1,0,2,0,3,0,0,0,0
15/02/2020,0,3,0,1,1,1,0,24,1,4,0,11,0,1,0,1,0,0,0,3,0,0,0,1,0,1,0,2
16/02/2020,0,2,0,0,0,3,0,16,0,7,0,5,0,2,0,4,0,0,0,1,0,1,0,2,2,2,0,1
17/02/2020,0,2,0,2,0,7,0,14,1,3,0,15,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
18/02/2020,0,0,0,1,0,3,0,15,1,2,0,14,0,0,0,2,0,0,0,0,0,2,0,5,0,0,0,0
19/02/2020,0,1,0,1,0,0,0,16,0,1,0,17,0,1,0,0,0,0,0,1,0,2,0,4,0,0,0,1
20/02/2020,0,1,0,3,0,1,0,14,0,6,0,12,0,0,0,1,0,1,0,4,0,1,0,2,0,0,0,0
21/02/2020,0,1,0,2,0,4,0,15,1,5,0,18,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1
22/02/2020,0,1,0,4,0,1,0,9,0,4,0,17,0,1,0,2,0,1,0,4,0,1,0,2,0,1,0,2
23/02/2020,0,1,0,2,0,1,0,11,0,5,0,8,0,1,0,1,0,2,0,2,0,1,0,5,0,2,0,2
24/02/2020,0,0,0,0,0,1,0,14,0,2,0,8,0,2,0,0,0,0,0,1,0,1,0,1,1,1,0,1
25/02/2020,0,1,0,1,0,3,0,23,0,6,0,20,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1
26/02/2020,0,1,0,0,0,1,0,14,0,5,0,12,0,0,0,2,0,1,0,3,0,1,0,4,0,2,0,0
27/02/2020,0,1,0,1,0,6,0,18,1,2,0,13,0,1,0,1,0,2,0,1,0,1,0,1,0,0,0,2
28/02/2020,0,1,0,1,0,2,0,9,0,2,0,17,1,1,0,2,0,1,0,1,0,1,0,4,0,0,0,1
29/02/2020,0,0,0,1,0,2,0,18,0,4,0,11,0,1,0,4,0,1,0,4,0,3,0,3,0,1,0,4
1/03/2020,0,2,0,3,0,4,0,11,0,6,0,8,0,3,0,2,0,0,0,2,0,1,0,2,0,1,0,3
2/03/2020,2,0,0,3,0,4,0,4,0,5,0,10,0,0,0,1,1,2,0,1,0,2,0,0,0,0,0,2
3/03/2020,0,0,0,1,0,5,0,13,0,2,0,10,0,1,0,1,0,0,0,1,0,1,0,2,0,0,0,1
4/03/2020,0,1,0,2,0,1,0,15,0,1,0,9,0,0,0,1,0,2,0,1,0,1,0,2,0,1,0,1
5/03/2020,1,0,0,4,0,5,0,16,0,2,0,17,1,1,0,1,0,0,0,2,0,0,0,1,0,0,0,1
6/03/2020,0,1,0,4,0,2,0,22,0,3,0,13,0,0,0,2,0,1,0,0,0,2,0,3,0,2,0,0
7/03/2020,1,1,0,2,0,0,0,14,1,3,0,10,0,4,0,1,0,3,0,1,0,2,0,3,0,4,0,1
8/03/2020,0,2,0,4,0,0,0,9,1,4,0,13,0,0,0,4,0,0,0,3,0,0,0,1,0,2,0,2
9/03/2020,0,2,0,1,1,0,0,10,0,2,0,4,0,2,0,1,0,0,0,2,1,1,0,1,0,0,0,4
10/03/2020,0,0,0,1,0,5,0,20,0,3,0,14,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0
11/03/2020,0,1,0,1,1,4,0,10,2,3,0,16,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,3
12/03/2020,0,0,0,2,0,6,0,27,1,3,0,8,0,0,0,1,0,0,0,3,0,0,0,2,0,2,0,1
13/03/2020,0,0,0,1,0,5,0,11,0,1,0,10,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,1
14/03/2020,1,1,0,0,0,4,0,8,2,3,0,8,0,1,0,4,0,1,0,1,0,2,0,2,0,1,0,4
15/03/2020,0,1,0,4,0,3,0,5,0,3,0,16,0,2,0,3,0,1,0,4,0,5,0,3,1,0,0,2
16/03/2020,0,0,0,2,0,4,0,11,0,1,0,14,1,0,0,3,0,0,0,4,2,0,0,0,0,0,0,3
17/03/2020,1,1,0,2,0,4,0,17,1,5,0,16,0,4,0,3,0,2,0,1,1,3,0,2,0,1,0,2
18/03/2020,0,0,0,0,2,4,0,9,0,1,0,10,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,2
19/03/2020,0,2,0,3,0,0,0,10,0,1,0,8,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1
20/03/2020,0,0,0,1,0,3,0,8,0,1,0,2,0,0,0,2,0,1,0,1,0,2,0,1,0,0,0,1
21/03/2020,0,1,0,1,0,1,0,7,0,3,0,7,1,2,0,4,0,3,0,1,0,0,0,1,2,0,0,3
22/03/2020,0,1,0,1,0,0,0,1,0,4,0,9,0,2,0,5,0,0,0,1,0,2,0,4,0,1,0,1
23/03/2020,0,1,0,1,0,0,0,10,0,1,0,7,0,0,0,1,0,2,0,2,0,0,0,0,0,1,0,0
24/03/2020,0,0,0,2,0,0,0,4,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
25/03/2020,0,2,0,1,0,0,0,16,0,3,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
26/03/2020,0,0,0,1,0,1,0,6,0,1,0,8,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1
27/03/2020,0,0,0,0,0,7,0,10,0,4,0,10,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,4
28/03/2020,0,2,0,1,0,3,0,11,0,1,0,7,0,0,0,1,0,3,0,1,0,1,0,1,0,2,0,0
29/03/2020,0,3,0,1,0,3,0,3,0,2,0,7,0,0,0,0,0,1,0,2,0,1,0,1,0,2,0,1
30/03/2020,0,0,0,1,1,1,0,6,0,3,0,7,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
31/03/2020,0,0,0,0,0,3,0,9,0,3,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
1/04/2020,0,0,0,1,0,2,0,3,1,3,0,6,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,1
2/04/2020,0,0,0,2,0,1,0,4,1,3,0,8,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3/04/2020,0,0,0,1,0,2,0,5,1,1,0,2,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
4/04/2020,0,0,0,2,0,0,0,5,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
5/04/2020,0,1,0,2,1,1,0,5,0,1,0,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0
6/04/2020,0,0,0,0,0,2,0,3,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2
7/04/2020,1,2,0,1,0,0,0,7,1,4,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8/04/2020,0,1,0,0,0,3,0,7,0,1,0,6,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
9/04/2020,0,1,0,2,0,2,0,10,0,2,0,9,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0
10/04/2020,0,0,0,1,0,0,0,2,0,3,0,8,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,3
11/04/2020,0,0,0,0,0,0,0,4,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
12/04/2020,0,0,0,0,1,1,0,3,0,0,0,3,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1
13/04/2020,0,0,0,1,0,0,0,5,0,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0
14/04/2020,0,0,0,0,0,1,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15/04/2020,0,0,0,1,0,1,0,6,0,2,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16/04/2020,0,0,0,0,0,1,0,5,0,1,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1
17/04/2020,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0
18/04/2020,0,1,0,0,0,2,0,1,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
19/04/2020,0,1,0,4,0,1,0,1,0,3,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20/04/2020,0,0,0,0,0,1,0,4,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
21/04/2020,0,0,0,0,1,1,0,10,0,3,0,4,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1
22/04/2020,0,2,0,0,1,0,0,6,1,3,0,4,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1
23/04/2020,0,1,0,0,0,2,0,12,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
24/04/2020,0,1,0,0,0,1,0,11,0,1,0,11,0,1,0,1,0,1,0,1,0,0,0,2,0,3,0,0
25/04/2020,0,1,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,1
26/04/2020,0,0,0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
27/04/2020,0,1,0,0,0,1,0,7,0,2,0,7,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
28/04/2020,0,1,0,1,0,0,0,6,0,3,0,11,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
29/04/2020,0,0,0,0,0,2,0,5,0,3,0,4,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0
30/04/2020,0,1,0,1,0,0,0,10,0,1,0,4,1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,3
1/05/2020,0,1,0,0,0,2,0,7,0,6,0,5,0,1,0,2,0,0,0,1,0,0,0,2,0,1,0,1
2/05/2020,0,0,0,1,1,2,0,5,0,1,0,5,0,1,0,1,0,1,0,1,0,0,0,2,0,0,0,2
3/05/2020,0,2,0,0,0,1,0,6,0,1,0,3,0,0,0,1,0,1,0,2,0,0,0,1,1,1,0,0
4/05/2020,0,0,0,0,0,1,0,6,0,2,0,8,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1
5/05/2020,0,0,0,2,0,0,0,6,1,5,0,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
6/05/2020,0,0,0,0,0,2,0,4,0,2,0,10,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2
7/05/2020,0,2,0,0,0,1,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8/05/2020,0,0,0,0,0,0,0,10,0,3,0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2
9/05/2020,0,0,0,0,0,4,0,8,0,1,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,2,0,3
10/05/2020,0,0,0,1,0,1,0,7,0,2,0,4,0,1,0,1,0,0,0,2,0,1,0,2,0,1,0,0
11/05/2020,0,0,0,0,1,1,0,6,0,3,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
12/05/2020,0,0,0,0,0,1,0,5,0,2,0,8,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
13/05/2020,0,1,0,2,0,1,0,6,0,4,0,6,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0
14/05/2020,1,1,0,1,0,1,0,8,0,3,0,10,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1
15/05/2020,0,0,0,1,0,1,0,9,0,1,0,14,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,4
16/05/2020,0,3,0,4,0,2,0,7,0,7,0,9,0,4,0,9,0,3,0,3,2,1,0,4,0,0,0,3
17/05/2020,0,0,0,0,0,2,0,8,0,1,0,8,0,4,0,2,0,0,0,2,0,2,0,1,0,2,0,2
18/05/2020,0,0,0,1,0,4,0,6,0,1,0,9,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0
19/05/2020,0,1,0,1,1,1,0,7,0,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
20/05/2020,0,1,0,1,0,3,0,7,0,5,0,15,0,0,0,0,1,0,0,1,0,0,0,2,1,1,0,1
21/05/2020,0,1,0,0,0,0,0,8,0,4,0,10,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1
22/05/2020,0,1,0,0,0,3,0,5,0,0,0,8,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1
23/05/2020,0,3,0,2,0,1,0,8,0,5,0,11,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0
24/05/2020,0,3,0,1,0,1,0,4,1,4,0,5,0,1,0,1,0,2,0,3,0,3,0,1,0,0,0,2
25/05/2020,0,0,0,0,0,1,0,14,1,2,0,4,0,1,0,2,0,0,0,2,0,0,0,1,0,1,0,1
26/05/2020,0,0,0,0,0,5,0,15,0,0,0,6,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,2
27/05/2020,0,1,0,0,0,2,0,6,1,1,0,11,0,0,0,1,1,1,0,1,0,2,0,3,0,2,0,0
28/05/2020,0,0,0,2,0,9,0,10,0,4,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
29/05/2020,0,3,0,3,0,2,0,12,0,2,0,17,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0
30/05/2020,0,1,0,1,0,2,0,10,0,7,0,18,0,1,0,4,1,1,0,1,0,3,0,3,0,1,0,5
31/05/2020,0,3,0,1,0,3,0,2,1,2,0,8,0,0,0,0,0,1,0,0,0,3,0,3,0,1,0,1
1/06/2020,0,1,0,0,0,1,0,10,0,5,0,8,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1
2/06/2020,0,0,0,0,0,1,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
3/06/2020,0,1,0,1,0,4,0,11,1,3,0,8,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
4/06/2020,0,1,0,1,0,4,0,17,0,3,0,13,0,0,0,2,0,0,0,1,0,1,0,0,0,2,0,2
5/06/2020,0,2,0,1,1,2,0,12,0,3,0,11,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4
6/06/2020,0,2,0,3,0,1,0,9,0,1,0,7,0,3,0,3,0,2,0,3,0,1,0,3,0,2,0,8
7/06/2020,0,0,0,3,0,1,0,8,1,4,0,5,0,5,0,3,0,2,0,5,0,1,0,3,0,1,0,1
8/06/2020,0,1,0,2,0,1,0,5,0,2,0,5,0,0,0,3,0,1,0,3,0,0,0,1,0,2,0,2
9/06/2020,0,0,0,3,0,3,0,9,0,3,0,18,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2
10/06/2020,0,0,0,1,0,2,0,15,1,3,0,11,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,2
11/06/2020,0,0,0,1,0,1,0,11,0,4,0,12,0,1,0,3,0,1,0,1,0,0,0,1,0,0,0,2
12/06/2020,0,1,0,0,1,2,0,19,0,1,0,14,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2
13/06/2020,0,1,0,4,0,3,0,8,0,4,0,5,1,1,0,2,0,1,0,1,0,0,0,0,0,1,0,5
14/06/2020,0,0,0,0,0,1,0,8,0,0,0,6,0,1,0,1,0,2,0,2,0,0,0,3,0,2,0,2
15/06/2020,0,0,0,3,0,1,0,10,0,6,0,11,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,1
16/06/2020,0,0,0,0,1,0,0,12,1,3,0,9,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1
17/06/2020,0,0,0,0,0,0,0,9,1,1,0,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
18/06/2020,1,0,0,0,0,2,0,12,0,2,0,8,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,1
19/06/2020,0,1,0,0,0,2,0,10,0,7,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
20/06/2020,0,1,0,0,0,1,0,9,1,5,0,9,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0
21/06/2020,0,1,0,1,0,2,0,5,0,1,0,9,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,3
22/06/2020,0,0,0,1,0,0,0,13,0,3,0,6,0,0,0,1,0,1,0,2,0,1,0,1,0,1,0,1
23/06/2020,0,1,0,0,0,2,0,14,0,4,0,12,1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,2
24/06/2020,0,0,0,0,0,2,0,10,1,0,0,11,0,0,0,1,0,1,0,4,0,0,0,1,0,0,0,2
25/06/2020,0,0,0,0,0,2,0,12,0,3,0,7,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,1
26/06/2020,1,1,0,2,0,2,0,10,0,5,0,6,0,1,0,0,0,1,0,0,0,1,0,3,0,1,0,3
27/06/2020,0,0,0,0,0,2,0,4,2,1,0,7,0,1,0,3,0,1,0,1,0,1,0,4,0,1,0,2
28/06/2020,0,1,0,1,0,1,0,1,0,3,0,7,1,0,0,7,0,4,0,4,0,0,0,2,0,3,0,5
29/06/2020,1,0,0,0,0,0,0,8,0,3,0,13,0,1,0,3,0,1,0,2,0,0,0,2,0,1,0,1
30/06/2020,0,0,0,1,0,0,0,16,0,2,0,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
